frame.number;_ws.col.Time;_ws.col.Source;_ws.col.Destination;_ws.col.Protocol;_ws.col.Length;_ws.col.Info
62;7.759125;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 12
63;7.759316;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 12
64;7.760076;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 13
65;7.760240;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 13
66;7.760954;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 14
67;7.761138;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 14
68;7.762096;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 15
69;7.762279;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 15
70;7.762912;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 16
71;7.763173;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 16
72;7.764001;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 17
73;7.764179;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 17
74;7.764876;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 18
75;7.765158;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 18
76;7.765880;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 19
77;7.766015;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 19
78;7.766560;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 20
79;7.766747;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 20
80;7.767608;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 21
81;7.767977;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 21
82;7.769500;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 22
83;7.769730;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 22
84;7.770356;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 23
85;7.770657;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 23
86;7.771507;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 24
87;7.771827;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 24
88;7.773001;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 25
89;7.773202;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 25
90;7.773965;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 26
91;7.774140;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 26
92;7.774938;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 27
93;7.775153;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 27
94;7.775755;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 28
95;7.775921;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 28
96;7.776770;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 29
97;7.776905;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 29
98;7.778308;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 30
99;7.778503;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 30
100;7.779638;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 31
101;7.779799;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 31
102;7.780346;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 32
103;7.780484;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 32
104;13.787574;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 33
105;13.787792;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 33
106;13.788487;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 34
107;13.788658;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 34
108;13.789188;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 35
109;13.789366;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 35
110;19.797433;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 36
111;19.797683;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 36
112;19.798600;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 37
113;19.798809;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 37
114;19.799487;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 38
115;19.799664;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 38
116;19.800462;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 39
117;19.800629;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 39
118;19.801562;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 40
119;19.801899;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 40
120;19.803184;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 41
121;19.803529;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 41
122;19.804171;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 42
123;19.804365;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 42
124;19.805102;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 43
125;19.805246;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 43
126;19.805963;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 44
127;19.806157;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 44
128;19.806799;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 45
129;19.807017;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 45
130;19.807656;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 46
131;19.807808;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 46
132;19.808406;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 47
133;19.808645;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 47
134;19.809735;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 48
135;19.809994;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 48
136;19.810571;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 49
137;19.810666;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 49
138;19.811313;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 50
139;19.811407;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 50
140;19.811972;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 51
141;19.812232;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 51
142;19.812958;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 52
143;19.813126;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 52
144;19.813693;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 53
145;19.813833;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 53
146;19.814692;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 54
147;19.814980;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 54
148;20.930254;169.254.89.202;169.254.255.255;BROWSER;255;Domain/Workgroup Announcement GD, NT Workstation, Domain Enum
149;25.822146;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 55
150;25.822395;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 55
151;25.823110;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 56
152;25.823336;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 56
153;25.824814;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 57
154;25.825195;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 57
155;25.826728;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 58
156;25.826884;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 58
157;25.827435;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 59
158;25.827693;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 59
159;25.828344;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 60
160;25.828704;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 60
161;25.829483;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 61
162;25.829772;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 61
163;25.830322;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 62
164;25.830458;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 62
165;25.831068;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 63
166;25.831196;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 63
167;25.831766;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 64
168;25.831938;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 64
169;25.832521;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 65
170;25.832699;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 65
171;25.833399;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 66
172;25.833674;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 66
173;25.834474;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 67
174;25.834647;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 67
175;25.835263;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 68
176;25.835433;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 68
177;25.836207;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 69
178;25.836451;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 69
179;25.837754;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 70
180;25.837884;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 70
181;25.839261;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 71
182;25.839391;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 71
183;25.840412;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 72
184;25.840515;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 72
185;25.841099;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 73
186;25.841226;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 73
187;25.841851;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 74
188;25.841961;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 74
189;25.842378;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 75
190;25.842529;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 75
191;25.843030;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 76
192;25.843228;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 76
193;31.060556;00:0c:29:f6:90:b1;00:0c:29:ca:8d:41;ARP;60;Who has 10.10.10.20? Tell 10.10.10.10
194;31.060583;00:0c:29:ca:8d:41;00:0c:29:f6:90:b1;ARP;42;10.10.10.20 is at 00:0c:29:ca:8d:41
195;31.214962;00:0c:29:ca:8d:41;00:0c:29:f6:90:b1;ARP;42;Who has 10.10.10.10? Tell 10.10.10.20
196;31.216041;00:0c:29:f6:90:b1;00:0c:29:ca:8d:41;ARP;60;10.10.10.10 is at 00:0c:29:f6:90:b1
197;31.850443;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 77
198;31.850653;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 77
199;31.851132;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 78
200;31.851306;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 78
201;31.851812;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 79
202;31.851954;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 79
203;31.852435;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 80
204;31.852570;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 80
205;31.853073;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 81
206;31.853230;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 81
207;31.853796;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 82
208;31.853956;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 82
209;37.862724;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 83
210;37.863070;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 83
211;37.864110;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 84
212;37.864280;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 84
213;37.865066;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 85
214;37.865424;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 85
215;37.866329;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 86
216;37.866531;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 86
217;43.874383;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 87
218;43.874731;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 87
219;43.876515;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 88
220;43.876664;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 88
221;49.885189;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 89
222;49.885412;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 89
223;49.886298;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 90
224;49.886510;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 90
225;49.887502;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 91
226;49.887699;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 91
227;49.888886;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 92
228;49.889530;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 92
229;49.891591;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 93
230;49.891855;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 93
231;49.892473;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 94
232;49.892691;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 94
233;49.893545;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 95
234;49.893891;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 95
235;49.895191;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 96
236;49.895351;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 96
237;49.896247;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 97
238;49.896501;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 97
239;49.897169;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 98
240;49.897300;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 98
241;49.897993;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 99
242;49.898224;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 99
243;55.906530;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 100
244;55.906756;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 100
245;55.907527;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 101
246;55.907694;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 101
247;55.908366;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 102
248;55.908528;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 102
249;55.909200;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 103
250;55.909368;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 103
251;55.910029;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 104
252;55.910194;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 104
253;55.910835;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 105
254;55.911063;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 105
255;60.910821;00:0c:29:ca:8d:41;00:0c:29:f6:90:b1;ARP;42;Who has 10.10.10.10? Tell 10.10.10.20
256;60.911566;00:0c:29:f6:90:b1;00:0c:29:ca:8d:41;ARP;60;10.10.10.10 is at 00:0c:29:f6:90:b1
257;61.270494;00:0c:29:f6:90:b1;00:0c:29:ca:8d:41;ARP;60;Who has 10.10.10.20? Tell 10.10.10.10
258;61.270529;00:0c:29:ca:8d:41;00:0c:29:f6:90:b1;ARP;42;10.10.10.20 is at 00:0c:29:ca:8d:41
259;61.918958;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 106
260;61.919169;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 106
261;61.919915;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 107
262;61.920128;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 107
263;61.920703;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 108
264;61.920845;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 108
265;61.921644;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 109
266;61.921821;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 109
267;67.929280;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 110
268;67.929502;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 110
269;67.930178;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 111
270;67.930325;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 111
271;67.930927;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 112
272;67.931108;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 112
273;67.931612;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 113
274;67.931739;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 113
275;67.932416;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 114
276;67.932527;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 114
277;67.933315;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 115
278;67.933409;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 115
279;67.934133;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 116
280;67.934210;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 116
281;67.934869;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 117
282;67.935043;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 117
283;67.935658;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 118
284;67.935730;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 118
285;67.936351;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 119
286;67.936438;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 119
287;67.937080;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 120
288;67.937255;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 120
289;67.937852;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 121
290;67.938016;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 121
291;67.938577;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 122
292;67.938707;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 122
293;67.939308;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 123
294;67.939403;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 123
295;67.940107;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 124
