frame.number;_ws.col.Time;_ws.col.Source;_ws.col.Destination;_ws.col.Protocol;_ws.col.Length;_ws.col.Info
1;0.000000;10.10.10.10;10.10.10.20;TCP;74;22 → 36810 [SYN, ACK] Seq=0 Ack=1 Win=31856 Len=0 MSS=1460 SACK_PERM=1 TSval=331701896 TSecr=1556382910 WS=128
2;0.000098;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=1 Ack=1 Win=251 Len=0 TSval=1556382932 TSecr=331701896
3;0.000507;10.10.10.20;10.10.10.10;SSH;108;Client: Protocol (SSH-2.0-OpenSSH_9.6p1 Ubuntu-3ubuntu13.3)
4;0.021028;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [ACK] Seq=1 Ack=43 Win=31872 Len=0 TSval=331701917 TSecr=1556382932
5;0.023909;10.10.10.10;10.10.10.20;SSHv2;108;Server: Protocol (SSH-2.0-OpenSSH_9.6p1 Ubuntu-3ubuntu13.3)
6;0.023977;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=43 Ack=43 Win=251 Len=0 TSval=1556382956 TSecr=331701920
7;0.024817;10.10.10.20;10.10.10.10;SSHv2;1602;Client: Key Exchange Init
8;0.050069;10.10.10.10;10.10.10.20;SSHv2;1186;Server: Key Exchange Init
9;0.050069;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [ACK] Seq=1163 Ack=1579 Win=31872 Len=0 TSval=331701942 TSecr=1556382956
10;0.091553;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=1579 Ack=1163 Win=249 Len=0 TSval=1556383023 TSecr=331701941
11;0.267469;10.10.10.20;10.10.10.10;SSHv2;1274;Client: Diffie-Hellman Key Exchange Init
12;0.335172;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [ACK] Seq=1163 Ack=2787 Win=31872 Len=0 TSval=331702229 TSecr=1556383199
13;0.337011;10.10.10.10;10.10.10.20;SSHv2;1598;Server: Diffie-Hellman Key Exchange Reply, New Keys, Encrypted packet (len=284)
14;0.337098;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=2787 Ack=2695 Win=249 Len=0 TSval=1556383269 TSecr=331702232
15;0.414016;10.10.10.20;10.10.10.10;SSHv2;150;Client: New Keys, Encrypted packet (len=68)
16;0.435227;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [ACK] Seq=2695 Ack=2871 Win=31872 Len=0 TSval=331702331 TSecr=1556383346
17;0.435272;10.10.10.20;10.10.10.10;SSHv2;110;Client: Encrypted packet (len=44)
18;0.455792;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [ACK] Seq=2695 Ack=2915 Win=31872 Len=0 TSval=331702352 TSecr=1556383367
19;0.455792;10.10.10.10;10.10.10.20;SSHv2;110;Server: Encrypted packet (len=44)
20;0.455882;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=2915 Ack=2739 Win=249 Len=0 TSval=1556383388 TSecr=331702352
21;0.455988;10.10.10.20;10.10.10.10;SSHv2;126;Client: Encrypted packet (len=60)
22;0.479743;10.10.10.10;10.10.10.20;SSHv2;330;Server: Encrypted packet (len=264)
23;0.480036;10.10.10.20;10.10.10.10;SSHv2;206;Client: Encrypted packet (len=140)
24;0.503335;10.10.10.10;10.10.10.20;SSHv2;166;Server: Encrypted packet (len=100)
25;0.505154;10.10.10.20;10.10.10.10;SSHv2;374;Client: Encrypted packet (len=308)
26;0.536903;10.10.10.10;10.10.10.20;SSHv2;94;Server: Encrypted packet (len=28)
27;0.537199;10.10.10.20;10.10.10.10;SSHv2;178;Client: Encrypted packet (len=112)
28;0.599805;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [ACK] Seq=3131 Ack=3535 Win=31872 Len=0 TSval=331702496 TSecr=1556383469
29;2.029342;10.10.10.10;10.10.10.20;SSHv2;834;Server: Encrypted packet (len=768)
30;2.070292;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=3535 Ack=3899 Win=249 Len=0 TSval=1556385002 TSecr=331703924
31;2.091676;10.10.10.10;10.10.10.20;SSHv2;250;Server: Encrypted packet (len=184)
32;2.091778;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=3535 Ack=4083 Win=249 Len=0 TSval=1556385023 TSecr=331703987
33;2.092397;10.10.10.20;10.10.10.10;SSHv2;234;Client: Encrypted packet (len=168)
34;2.103164;10.10.10.10;10.10.10.20;SSHv2;242;Server: [TCP Previous segment not captured] , Encrypted packet (len=176)
35;2.103223;10.10.10.20;10.10.10.10;TCP;78;[TCP Dup ACK 32#1] 36810 → 22 [ACK] Seq=3703 Ack=4083 Win=249 Len=0 TSval=1556385035 TSecr=331703987 SLE=4155 SRE=4331
36;2.113316;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [ACK] Seq=4083 Ack=3703 Win=31872 Len=0 TSval=331704009 TSecr=1556385024
37;2.114248;10.10.10.10;10.10.10.20;TCP;138;[TCP Retransmission] 22 → 36810 [PSH, ACK] Seq=4083 Ack=3703 Win=31872 Len=72 TSval=331704011 TSecr=1556385024
38;2.114308;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=3703 Ack=4331 Win=249 Len=0 TSval=1556385046 TSecr=331704011
39;2.114473;10.10.10.20;10.10.10.10;SSHv2;102;Client: Encrypted packet (len=36)
40;2.114574;10.10.10.20;10.10.10.10;SSHv2;126;Client: Encrypted packet (len=60)
41;2.114652;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [FIN, ACK] Seq=3799 Ack=4331 Win=249 Len=0 TSval=1556385046 TSecr=331704011
42;2.114891;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [ACK] Seq=4331 Ack=3799 Win=31872 Len=0 TSval=331704032 TSecr=1556385046
43;2.120683;10.10.10.10;10.10.10.20;TCP;66;22 → 36810 [FIN, ACK] Seq=4331 Ack=3800 Win=31872 Len=0 TSval=331704037 TSecr=1556385046
44;2.120739;10.10.10.20;10.10.10.10;TCP;66;36810 → 22 [ACK] Seq=3800 Ack=4332 Win=249 Len=0 TSval=1556385052 TSecr=331704037
45;2.123562;10.10.10.20;10.10.10.10;TFTP;93;Read Request, File: file-10.txt, Transfer type: octet, tsize=0, blksize=1300, timeout=6
46;2.141701;10.10.10.10;10.10.10.20;TFTP;82;Option Acknowledgement, tsize=10000000, blksize=1300, timeout=6
47;2.142039;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 0
48;2.142508;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 1
49;2.142729;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 1
50;2.143141;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 2
51;2.143250;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 2
52;2.143597;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 3
53;2.143698;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 3
54;2.144092;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 4
55;2.144194;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 4
56;2.144525;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 5
57;2.144625;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 5
58;2.145002;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 6
59;2.145099;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 6
60;2.145438;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 7
61;2.145540;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 7
62;2.145867;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 8
63;2.146013;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 8
64;2.146357;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 9
65;2.146449;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 9
66;2.146847;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 10
67;2.147072;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 10
68;8.155144;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 11
69;8.155416;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 11
70;8.156332;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 12
71;8.156552;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 12
72;8.157960;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 13
73;8.158256;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 13
74;8.160091;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 14
75;8.160293;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 14
76;8.161034;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 15
77;8.161263;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 15
78;8.161816;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 16
79;8.162089;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 16
80;8.162578;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 17
81;8.162814;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 17
82;8.163334;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 18
83;8.163469;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 18
84;8.165498;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 19
85;8.165716;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 19
86;8.166355;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 20
87;8.166533;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 20
88;8.166994;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 21
89;8.167174;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 21
90;8.167730;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 22
91;8.167915;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 22
92;8.168295;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 23
93;8.168407;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 23
94;8.168882;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 24
95;8.168993;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 24
96;8.169346;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 25
97;8.169453;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 25
98;8.169810;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 26
99;8.169918;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 26
100;8.170364;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 27
101;8.170495;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 27
102;8.170879;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 28
103;8.171100;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 28
104;8.171578;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 29
105;8.171682;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 29
106;8.172120;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 30
107;8.172260;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 30
108;8.172691;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 31
109;8.172815;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 31
110;8.173224;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 32
111;8.173367;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 32
112;8.173770;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 33
113;8.173942;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 33
114;8.174340;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 34
115;8.174496;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 34
116;8.174878;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 35
117;8.174960;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 35
118;8.175356;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 36
119;8.175518;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 36
120;8.175950;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 37
121;8.176076;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 37
122;8.176443;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 38
123;8.176558;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 38
124;8.177062;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 39
125;8.177169;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 39
126;8.178032;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 40
127;8.178194;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 40
128;8.178768;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 41
129;8.178899;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 41
130;8.179318;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 42
131;8.179447;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 42
132;8.179882;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 43
133;8.179994;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 43
134;8.180460;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 44
135;8.180608;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 44
136;8.181174;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 45
137;8.181301;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 45
138;8.181916;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 46
139;8.182017;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 46
140;8.182736;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 47
141;8.182869;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 47
142;8.183310;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 48
143;8.183498;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 48
144;14.190292;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 49
145;14.190480;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 49
146;14.190975;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 50
147;14.191118;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 50
148;14.191511;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 51
149;14.191628;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 51
150;14.192073;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 52
151;14.192175;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 52
152;14.192559;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 53
153;14.192657;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 53
154;14.193085;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 54
155;14.193190;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 54
156;14.193673;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 55
157;14.193772;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 55
158;14.194540;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 56
159;14.194760;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 56
160;14.195382;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 57
161;14.195523;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 57
162;14.196096;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 58
163;14.196197;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 58
164;14.196728;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 59
165;14.196831;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 59
166;14.197165;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 60
167;14.197280;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 60
168;14.197745;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 61
169;14.197842;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 61
170;14.198370;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 62
171;14.198495;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 62
172;14.199611;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 63
173;14.199698;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 63
174;14.200523;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 64
175;14.200612;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 64
176;14.201228;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 65
177;14.201383;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 65
178;14.201895;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 66
179;14.202067;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 66
180;14.202582;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 67
181;14.202666;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 67
182;14.203258;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 68
183;14.203363;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 68
184;14.203894;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 69
185;14.204028;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 69
186;14.204756;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 70
187;14.204942;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 70
188;14.205431;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 71
189;14.205549;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 71
190;14.206034;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 72
191;14.206204;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 72
192;14.206630;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 73
193;14.206755;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 73
194;14.207316;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 74
195;14.207398;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 74
196;14.207939;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 75
197;14.208060;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 75
198;14.208560;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 76
199;14.208646;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 76
200;14.209299;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 77
201;14.209385;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 77
202;14.209986;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 78
203;14.210138;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 78
204;14.210553;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 79
205;14.210803;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 79
206;14.211229;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 80
207;14.211363;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 80
208;14.211867;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 81
209;14.211969;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 81
210;14.212742;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 82
211;14.212917;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 82
212;14.213388;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 83
213;14.213565;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 83
214;14.213993;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 84
215;14.214149;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 84
216;14.214534;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 85
217;14.214689;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 85
218;14.215259;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 86
219;14.215448;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 86
220;14.216030;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 87
221;14.216189;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 87
222;14.216574;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 88
223;14.216731;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 88
224;14.217587;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 89
225;14.218008;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 89
226;14.219152;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 90
227;14.219324;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 90
228;14.220255;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 91
229;14.220418;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 91
230;14.220962;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 92
231;14.221112;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 92
232;14.221677;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 93
233;14.221837;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 93
234;14.222422;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 94
235;14.222545;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 94
236;14.223035;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 95
237;14.223199;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 95
238;14.223653;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 96
239;14.223767;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 96
240;14.224675;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 97
241;14.224876;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 97
242;14.225838;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 98
243;14.225985;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 98
244;14.226833;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 99
245;14.227124;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 99
246;14.228945;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 100
247;14.229180;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 100
248;14.229843;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 101
249;14.229981;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 101
250;14.230520;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 102
251;14.230645;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 102
252;14.231216;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 103
253;14.231347;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 103
254;14.231983;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 104
255;14.232132;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 104
256;14.232592;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 105
257;14.232933;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 105
258;14.233427;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 106
259;14.233595;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 106
260;14.234176;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 107
261;14.234309;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 107
262;14.234715;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 108
263;14.234851;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 108
264;14.235408;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 109
265;14.235527;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 109
266;14.235982;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 110
267;14.236104;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 110
268;14.236480;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 111
269;14.236585;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 111
270;14.236956;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 112
271;14.237083;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 112
272;14.237486;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 113
273;14.237643;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 113
274;14.238220;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 114
275;14.238382;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 114
276;14.238792;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 115
277;14.238901;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 115
278;14.239406;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 116
279;14.239571;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 116
280;14.240004;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 117
281;14.240163;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 117
282;14.241235;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 118
283;14.241446;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 118
284;14.242714;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 119
285;14.242899;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 119
286;14.243412;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 120
287;14.243556;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 120
288;14.245497;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 121
289;14.245680;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 121
290;14.246928;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 122
291;14.247138;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 122
292;14.247835;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 123
293;14.248018;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 123
