frame.number;_ws.col.Time;_ws.col.Source;_ws.col.Destination;_ws.col.Protocol;_ws.col.Length;_ws.col.Info
21;0.329960;10.10.10.20;10.10.10.10;TCP;66;34490 → 22 [ACK] Seq=1957 Ack=2921 Win=249 Len=0 TSval=1556113557 TSecr=331432528
22;0.330248;10.10.10.20;10.10.10.10;SSH;234;Client: Encrypted packet (len=168)
23;0.330788;10.10.10.10;10.10.10.20;TCP;66;22 → 34490 [ACK] Seq=2921 Ack=2125 Win=249 Len=0 TSval=331432529 TSecr=1556113557
24;0.332097;10.10.10.10;10.10.10.20;SSH;138;Server: Encrypted packet (len=72)
25;0.339897;10.10.10.10;10.10.10.20;SSH;242;Server: Encrypted packet (len=176)
26;0.340003;10.10.10.20;10.10.10.10;TCP;66;34490 → 22 [ACK] Seq=2125 Ack=3169 Win=249 Len=0 TSval=1556113567 TSecr=331432531
27;0.340158;10.10.10.20;10.10.10.10;SSH;102;Client: Encrypted packet (len=36)
28;0.340359;10.10.10.20;10.10.10.10;SSH;126;Client: Encrypted packet (len=60)
29;0.340466;10.10.10.20;10.10.10.10;TCP;66;34490 → 22 [FIN, ACK] Seq=2221 Ack=3169 Win=249 Len=0 TSval=1556113567 TSecr=331432531
30;0.341026;10.10.10.10;10.10.10.20;TCP;66;22 → 34490 [ACK] Seq=3169 Ack=2222 Win=249 Len=0 TSval=331432540 TSecr=1556113567
31;0.345792;10.10.10.10;10.10.10.20;TCP;66;22 → 34490 [FIN, ACK] Seq=3169 Ack=2222 Win=249 Len=0 TSval=331432544 TSecr=1556113567
32;0.345837;10.10.10.20;10.10.10.10;TCP;66;34490 → 22 [ACK] Seq=2222 Ack=3170 Win=249 Len=0 TSval=1556113573 TSecr=331432544
33;0.352231;10.10.10.20;10.10.10.10;TFTP;93;Read Request, File: file-10.txt, Transfer type: octet, tsize=0, blksize=1300, timeout=6
34;0.356270;10.10.10.10;10.10.10.20;TFTP;82;Option Acknowledgement, tsize=10000000, blksize=1300, timeout=6
35;0.356719;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 0
36;0.357593;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 1
37;0.358085;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 1
38;0.358998;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 2
39;0.359311;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 2
40;0.360593;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 3
41;0.361321;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 3
42;0.362094;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 4
43;0.362263;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 4
44;0.363031;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 5
45;0.363300;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 5
46;0.366147;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 6
47;0.366687;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 6
48;0.368859;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 7
49;0.369257;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 7
50;0.369770;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 8
51;0.369894;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 8
52;0.370413;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 9
53;0.370594;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 9
54;0.371348;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 10
55;0.371461;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 10
56;0.372397;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 11
57;0.372547;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 11
58;0.373103;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 12
59;0.373329;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 12
60;0.374240;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 13
61;0.374366;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 13
62;0.375118;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 14
63;0.375313;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 14
64;0.375921;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 15
65;0.376104;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 15
66;0.376615;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 16
67;0.376822;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 16
68;0.377342;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 17
69;0.377536;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 17
70;0.378077;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 18
71;0.378295;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 18
72;0.378787;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 19
73;0.378930;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 19
74;0.379588;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 20
75;0.379740;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 20
76;0.380330;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 21
77;0.380461;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 21
78;0.380990;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 22
79;0.381134;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 22
80;0.381638;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 23
81;0.381837;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 23
82;0.382612;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 24
83;0.382781;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 24
84;0.383300;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 25
85;0.383439;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 25
86;0.384019;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 26
87;0.384334;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 26
88;0.384759;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 27
89;0.384955;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 27
90;0.385457;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 28
91;0.385618;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 28
92;0.386059;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 29
93;0.386227;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 29
94;0.386919;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 30
95;0.387049;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 30
96;0.388443;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 31
97;0.388661;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 31
98;0.389381;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 32
99;0.389531;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 32
100;0.390067;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 33
101;0.390243;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 33
102;0.390778;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 34
103;0.390944;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 34
104;0.391407;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 35
105;0.391577;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 35
106;0.392250;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 36
107;0.392418;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 36
108;0.393031;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 37
109;0.393131;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 37
110;0.393741;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 38
111;0.393875;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 38
112;0.394639;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 39
113;0.394809;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 39
114;0.395323;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 40
115;0.395484;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 40
116;0.396027;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 41
117;0.396188;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 41
118;0.396708;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 42
119;0.396867;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 42
120;0.397600;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 43
121;0.397786;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 43
122;0.398560;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 44
123;0.398655;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 44
124;0.399322;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 45
125;0.399510;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 45
126;0.400281;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 46
127;0.400559;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 46
128;0.401344;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 47
129;0.401515;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 47
130;0.402408;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 48
131;0.402567;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 48
132;0.403435;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 49
133;0.403620;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 49
134;0.404301;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 50
135;0.404472;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 50
136;0.405165;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 51
137;0.405310;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 51
138;0.406282;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 52
139;0.406393;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 52
140;0.408369;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 53
141;0.408674;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 53
142;0.409751;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 54
143;0.409908;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 54
144;0.410902;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 55
145;0.410979;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 55
146;0.411590;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 56
147;0.411775;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 56
148;0.412292;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 57
149;0.412434;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 57
150;0.413316;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 58
151;0.413529;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 58
152;0.414027;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 59
153;0.414119;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 59
154;0.414787;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 60
155;0.414877;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 60
156;0.415519;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 61
157;0.415750;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 61
158;0.416245;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 62
159;0.416361;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 62
160;0.416887;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 63
161;0.416979;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 63
162;0.417622;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 64
163;0.418000;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 64
164;0.418587;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 65
165;0.418733;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 65
166;0.419273;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 66
167;0.419382;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 66
168;0.420121;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 67
169;0.420385;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 67
170;0.420877;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 68
171;0.421046;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 68
172;0.421560;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 69
173;0.421795;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 69
174;0.422361;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 70
175;0.422524;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 70
176;0.423186;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 71
177;0.423347;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 71
178;0.423835;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 72
179;0.423994;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 72
180;0.424426;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 73
181;0.424594;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 73
182;0.425192;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 74
183;0.425306;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 74
184;0.425898;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 75
185;0.426041;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 75
186;0.426595;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 76
187;0.426666;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 76
188;0.427637;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 77
189;0.427801;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 77
190;0.428499;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 78
191;0.428653;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 78
192;0.429245;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 79
193;0.429343;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 79
194;0.430106;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 80
195;0.430196;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 80
196;0.431049;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 81
197;0.431215;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 81
198;0.431736;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 82
199;0.431831;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 82
200;0.432492;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 83
201;0.432664;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 83
202;0.433203;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 84
203;0.433292;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 84
204;0.433978;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 85
205;0.434106;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 85
206;0.434965;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 86
207;0.435135;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 86
208;0.435841;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 87
209;0.435941;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 87
210;0.436561;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 88
211;0.436669;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 88
212;0.437275;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 89
213;0.437565;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 89
214;0.438063;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 90
215;0.438218;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 90
216;0.438809;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 91
217;0.438961;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 91
218;0.439406;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 92
219;0.439527;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 92
220;0.440166;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 93
221;0.440364;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 93
222;0.440905;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 94
223;0.441079;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 94
224;0.441751;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 95
225;0.442041;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 95
226;0.442650;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 96
227;0.442834;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 96
228;0.443384;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 97
229;0.443519;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 97
230;0.444501;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 98
231;0.444595;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 98
232;0.445060;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 99
233;0.445145;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 99
234;0.446464;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 100
235;0.446609;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 100
236;0.447132;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 101
237;0.447325;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 101
238;0.447817;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 102
239;0.447932;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 102
240;0.448783;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 103
241;0.448853;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 103
242;0.449448;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 104
243;0.449644;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 104
244;0.450224;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 105
245;0.450315;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 105
246;0.450945;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 106
247;0.451086;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 106
248;0.451569;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 107
249;0.451669;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 107
250;0.453001;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 108
251;0.453251;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 108
252;0.454447;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 109
253;0.454717;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 109
254;0.455548;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 110
255;0.455648;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 110
256;0.456292;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 111
257;0.456426;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 111
258;0.457186;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 112
259;0.457358;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 112
260;0.457982;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 113
261;0.458223;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 113
262;0.458716;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 114
263;0.458859;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 114
264;0.459306;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 115
265;0.459410;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 115
266;0.459910;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 116
267;0.460205;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 116
268;0.460594;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 117
269;0.460695;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 117
270;0.461300;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 118
271;0.461404;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 118
272;0.461904;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 119
273;0.462003;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 119
274;0.462438;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 120
275;0.462539;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 120
276;0.463010;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 121
277;0.463097;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 121
278;0.463406;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 122
279;0.463499;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 122
280;0.463810;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 123
281;0.463933;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 123
282;0.464255;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 124
283;0.464348;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 124
284;0.464655;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 125
285;0.464749;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 125
286;0.465175;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 126
287;0.465269;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 126
288;0.465571;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 127
289;0.465667;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 127
290;0.466014;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 128
291;0.466108;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 128
292;0.466410;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 129
293;0.466504;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 129
294;0.466803;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 130
295;0.466964;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 130
296;0.467329;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 131
297;0.467420;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 131
298;0.467726;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 132
299;0.467835;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 132
300;0.468155;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 133
301;0.468272;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 133
302;0.468585;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 134
303;0.468675;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 134
304;0.468999;10.10.10.10;10.10.10.20;TFTP;1346;Data Packet, Block: 135
305;0.469093;10.10.10.20;10.10.10.10;TFTP;46;Acknowledgement, Block: 135
